sentence,options,answer,difficulty,question_type
Your passport ............................ returned to you tomorrow morning.,"has been|will be|is|is being",will be,easy,VOCAB
Look at the photo ............................ page 24!,"in|on|at|to",on,easy,VOCAB
I'll see you ............................ half past eight.,"in|on|at|to",at,easy,VOCAB
How ............................ for?,"the room was paid|was paid the room|was the room paid|the room paid",was the room paid,easy,VOCAB
............................ all those bags with you tomorrow?,"You take|Are you taking|Do you take|You are taking",Are you taking,easy,VOCAB
Jacques speaks with a French ............................ .,"announcement|accent|channel|broadcast",accent,easy,VOCAB
How do you ............................ the word 'brought' in English?,"whisper|announce|swear|pronounce",pronounce,easy,VOCAB
Local residents are ............................ about the park being closed.,"protesting|committing|arresting|linking",protesting,easy,VOCAB
Don't blame Carl ............................ being late. It wasn't his fault.,"on|in|for|with",for,easy,VOCAB
We're collecting money for a local ............................ . Could you spare a couple of euros?,"tradition|culture|situation|charity",charity,easy,VOCAB
The bank in the high street was ............................ again yesterday.,"stolen|broken|robbed|taken",robbed,easy,VOCAB
"I only glanced ............................ his face, so I can't really remember what he looks like.","to|at|on|by",at,easy,VOCAB
"If something is illegal, it's against the ............................ .","law|society|government|rule",law,easy,VOCAB
"Will lives quite near here, ............................ he?","don't|lives not|doesn't|isn't",doesn't,easy,VOCAB
Do you think she should ............................ for this job?,"to apply|applies|applying|apply",apply,easy,VOCAB
"You ............................ help me, but you can if you want to.","don't have to|didn't need to|mustn't|haven't to",don't have to,easy,VOCAB
"Excuse me, I wonder if you could tell me if ............................ .","is there a bank near here?|there is a bank near here.|is there a bank near here.|there is a bank near here?",there is a bank near here.,easy,VOCAB
You shouldn't have ............................ to James about what I told you. It was a secret!,"speak|spoke|to speak|spoken",spoken,easy,VOCAB
"That ............................ the end of the lesson already! We've only just started, haven't we?","mustn't be|can't be|mustn't have been|didn't have to be",can't be,easy,VOCAB
"We ............................ go to the cinema tonight, but it depends on what they're showing.","will|might|should|can",might,easy,VOCAB
I ............................ apologise when I broke my mum's favourite vase.,"had to|ought to|must|could",had to,easy,VOCAB
"If you see a doctor, he or she ............................ you what's wrong with you.","would tell|will tell|has told|is telling",will tell,easy,VOCAB
"If you exercise more, you ............................ weight.","would lose|have lost|had lost|will lose",will lose,easy,VOCAB
"If you hadn't had a good interview, you ............................ the job.","won't have got|wouldn't have got|haven't got|didn't get",wouldn't have got,easy,VOCAB
"If you don't eat fruit and vegetables, your body ............................ the vitamins it needs.","doesn't get|wouldn't get|didn't get|hadn't got",doesn't get,easy,VOCAB
You wouldn't have got ill if you ............................ to your doctor's advice.,"were listening|had listened|will listen|have listened",had listened,easy,VOCAB
We ............................ the job sooner if you hadn't wasted time.,"might have finished|will finish|have finished|finish",might have finished,easy,VOCAB
People ............................ happier if they eat well and get a little exercise.,"would be|are|were|would have been",are,easy,VOCAB
"If you had worn a coat, you ............................ a cold.","didn't catch|hadn't caught|wouldn't have caught|don't catch",wouldn't have caught,easy,VOCAB
Eating well helps your body fight ............................ disease and illness.,"for|against|to|at",against,easy,VOCAB
I can't eat peanuts because I'm allergic ............................ them.,"with|on|at|to",to,easy,VOCAB
I don't have a job ............................ the moment.,"in|at|on|of",at,easy,VOCAB
Bill is completely fed ............................ with his job and is thinking of leaving.,"up|over|out|off",up,easy,VOCAB
Do you think they will find a/an ............................ for all diseases one day?,"benefit|operation|cure|balance",cure,easy,VOCAB
It took Vanessa a long time to recover ............................ her illness.,"for|off|over|from",from,easy,VOCAB
Mr Williams travels a lot ............................ business.,"in|at|on|from",on,easy,VOCAB
I had a cold and couldn't sleep ............................ night.,"on|in|at|for",at,easy,VOCAB
Tony asked ............................ to go to the cinema with him.,"me do I want|if wanted I|me if I wanted|if did I want",me if I wanted,easy,VOCAB
Why did you lend ............................ ?,"my jacket to Angela|to Angela my jacket|my jacket Angela|Angela to my jacket",my jacket to Angela,easy,VOCAB
I wish you ............................ here!,"are|will be|were|to be",were,easy,VOCAB
We all ............................ you get well soon!,"wish|hope|tell|say",hope,easy,VOCAB
I wish I ............................ Fame Story last night. It's my favourite programme!,"don't miss|haven't missed|didn't miss|hadn't missed",hadn't missed,easy,VOCAB
You promised ............................ to my birthday party!,"coming|to come|come|that you come",to come,easy,VOCAB
I told Ed I'd see him the ............................ day.,"forward|after|next|later",next,easy,VOCAB
Jan said she'd been shopping the day ............................ .,"before|yesterday|ago|in front",before,easy,VOCAB
Do you really think those high-heeled shoes are ............................ in the jungle?,"loose|ancient|rough|suitable",suitable,easy,VOCAB
............................ on your jacket if you're cold.,"Put|Take|Get|Add",Put,easy,VOCAB
