sentence,options,answer,difficulty,question_type
have green fingers,MATCHING_PAIR,be good at growing plants,hard,MATCHING
let nature take its course,MATCHING_PAIR,allow something to develop without trying to influence it,hard,MATCHING
no rhyme or reason,MATCHING_PAIR,used for emphasising that there is no reason or explanation for something,hard,MATCHING
out of the blue,MATCHING_PAIR,"happening in a way that is sudden and unexpected, and does not seem connected with anything that happened before",hard,MATCHING
the luck of the draw,MATCHING_PAIR,used for saying people have limited control over what life brings them,hard,MATCHING
touch wood,MATCHING_PAIR,used when you have said that you have had good luck in order to prevent bad luck from happening to you,hard,MATCHING
add up to,MATCHING_PAIR,"if separate amounts add up to a total amount, together they form that total; combine to produce a particular result or effect",hard,MATCHING
buy off,MATCHING_PAIR,give someone money so that they do not act against you,hard,MATCHING
buy out,MATCHING_PAIR,pay money to your business partner so that you can control all of a business you previously owned together buyout (n),hard,MATCHING
buy up,MATCHING_PAIR,buy large amounts of something or all of it that is available,hard,MATCHING
carry over,MATCHING_PAIR,take something that you earn or are given in one year or period of time into the next one,hard,MATCHING
clock up,MATCHING_PAIR,reach a particular number or amount,hard,MATCHING
club together,MATCHING_PAIR,"if people club together, each of them gives some money so all the money collected can be used to buy something",hard,MATCHING
drum up,MATCHING_PAIR,try to make people support you or buy something from you,hard,MATCHING
mount up,MATCHING_PAIR,get much larger,hard,MATCHING
pay out,MATCHING_PAIR,"spend or pay money, especially a lot of money; provide money from an amount invested over a period of time",hard,MATCHING
size up,MATCHING_PAIR,think carefully and form an opinion about a person or a situation,hard,MATCHING
weigh down,MATCHING_PAIR,make someone heavy and unable to move easily; cause problems for someone or something or make someone worried,hard,MATCHING
a drop in the ocean,MATCHING_PAIR,a very small amount that will not have much effect,hard,MATCHING
break even,MATCHING_PAIR,"if a person or business breaks even, they neither make a profit nor lose money",hard,MATCHING
fall short,MATCHING_PAIR,not reach a particular level or to fail to achieve something you were trying to do,hard,MATCHING
fifty-fifty,MATCHING_PAIR,"equal, or into two equal parts",hard,MATCHING
go halves,MATCHING_PAIR,share the cost of something with someone so that you each pay 50%,hard,MATCHING
it’s as broad as it’s long,MATCHING_PAIR,used for saying that you cannot choose between two things or actions because they are equal,hard,MATCHING
keep up with the Joneses,MATCHING_PAIR,"try to be as rich, successful, etc as your neighbours",hard,MATCHING
knee-high to a grasshopper,MATCHING_PAIR,"very small, because you were very young",hard,MATCHING
line your pocket(s),MATCHING_PAIR,"obtain money, especially by acting dishonestly",hard,MATCHING
"lock, stock and barrel",MATCHING_PAIR,"including every part of a particular thing, situation, place, etc",hard,MATCHING
six of one (and) half a dozen of the other,MATCHING_PAIR,used for saying that two things are equally good or bad,hard,MATCHING
tidy sum/amount,MATCHING_PAIR,large sum/amount,hard,MATCHING
The big supermarket chains have bought,MATCHING_PAIR,up most of the land round here already.,hard,MATCHING
If we club,MATCHING_PAIR,"together, I’m sure we can afford to get Mrs Timms a nice leaving present.",hard,MATCHING
Phil’s clocked,MATCHING_PAIR,up over 700 hours of flying time already.,hard,MATCHING
One good way to drum,MATCHING_PAIR,up support is to get people in the high street to sign a petition.,hard,MATCHING
Six managers bought,MATCHING_PAIR,out the company when it was threatened with closure.,hard,MATCHING
I’ve got two weeks’ holiday left but I think I’ll carry,MATCHING_PAIR,it over till next year and take it in January.,hard,MATCHING
I’d never buy,MATCHING_PAIR,blackmailers off – I’d rather go to the police and face the consequences.,hard,MATCHING
board up,MATCHING_PAIR,cover a window or door with wooden boards,hard,MATCHING
close up,MATCHING_PAIR,lock the doors of a building or business,hard,MATCHING
cut out,MATCHING_PAIR,"remove something from a larger piece by cutting; stop eating something or doing something, especially because it is bad for your health",hard,MATCHING
fix up,MATCHING_PAIR,"clean, repair or decorate something",hard,MATCHING
knock/pull/tear down,MATCHING_PAIR,destroy a building or wall,hard,MATCHING
pile up,MATCHING_PAIR,"if something piles up or someone piles it up, the amount of it increases a lot",hard,MATCHING
prop up,MATCHING_PAIR,"stop something from falling by putting something under it or against it; help a government, system, organisation, etc continue to exist, especially by providing financial or military support",hard,MATCHING
put in,MATCHING_PAIR,"fix something such as equipment in the place where it will be used and make it ready to use; make an official request, claim, offer, etc",hard,MATCHING
put together,MATCHING_PAIR,make something by joining all its parts; produce or organize something using many different things; choose people or things to form a team or group,hard,MATCHING
spread out,MATCHING_PAIR,"if people in a group spread out, they move away from one another so that they cover a large area",hard,MATCHING
water down,MATCHING_PAIR,"add water to a drink or liquid in order to make it less strong, dilute; make something such as a statement or newspaper article less offensive, powerful or detailed",hard,MATCHING
wear down,MATCHING_PAIR,make something gradually disappear or become thinner by using or rubbing it; make someone gradually lose their energy or confidence,hard,MATCHING
a home from home,MATCHING_PAIR,a place where you feel as relaxed as you do in your own home,hard,MATCHING
blot on the landscape,MATCHING_PAIR,"something that makes a place look less attractive, for example an ugly building",hard,MATCHING
commuter belt,MATCHING_PAIR,area surrounding a large city where many people who work in that city live,hard,MATCHING
concrete jungle,MATCHING_PAIR,unpleasant part of a city where there are a lot of ugly buildings close together,hard,MATCHING
home sweet home,MATCHING_PAIR,used for saying that you are happy to be back in your own home,hard,MATCHING
in the sticks,MATCHING_PAIR,in an area far from the town or city,hard,MATCHING
make yourself at home,MATCHING_PAIR,feel relaxed and behave in the same way as you do in your own home,hard,MATCHING
on the street,MATCHING_PAIR,with no place to live,hard,MATCHING
on the town,MATCHING_PAIR,"spending the evening enjoying yourself in bars, clubs, theatres, etc",hard,MATCHING
satellite town,MATCHING_PAIR,town or city that is close to and depends on a larger city,hard,MATCHING
black out,MATCHING_PAIR,"make a place dark by turning off all the lights, for example so that the enemy cannot see a place at night; suddenly become unconscious",hard,MATCHING
come out in,MATCHING_PAIR,"if you come out in something such as spots, they appear on your skin",hard,MATCHING
come round,MATCHING_PAIR,"become conscious again after being unconscious; happen again at a regular time; go to a place where someone is, especially their house, in order to visit them; change your opinion or decision because someone has persuaded you to agree with them",hard,MATCHING
cotton on,MATCHING_PAIR,begin to realise or understand something,hard,MATCHING
crease up,MATCHING_PAIR,"laugh a lot, or make someone else laugh a lot",hard,MATCHING
follow up,MATCHING_PAIR,check something or try to find out more about it; do something in addition to what you have already done,hard,MATCHING
get down,MATCHING_PAIR,make someone feel sad or lose hope,hard,MATCHING
go down (well/badly) (with sb),MATCHING_PAIR,produce a particular reaction,hard,MATCHING
lash out,MATCHING_PAIR,try to hit or attack someone suddenly and violently; speak angrily to or at someone,hard,MATCHING
play up,MATCHING_PAIR,cause difficulties or pain for someone; behave badly,hard,MATCHING
shrivel up,MATCHING_PAIR,become smaller and thinner than usual and it does not look fresh and healthy; become much smaller than needed or expected,hard,MATCHING
summon up,MATCHING_PAIR,manage to produce a quality or a reaction that helps you to deal with a difficult situation,hard,MATCHING
ward off,MATCHING_PAIR,do something to prevent someone or something from harming you,hard,MATCHING
cry over spilt milk,MATCHING_PAIR,waste time feeling upset about something bad that has happened and cannot be changed,hard,MATCHING
fly off the handle,MATCHING_PAIR,suddenly become extremely angry without a good reason,hard,MATCHING
give sb a taste/dose of their own medicine,MATCHING_PAIR,treat someone in the same bad way they treat other people,hard,MATCHING
give sth a miss,MATCHING_PAIR,decide not to do something that you usually do,hard,MATCHING
grin and bear it,MATCHING_PAIR,accept a difficult situation without complaining or showing how you feel,hard,MATCHING
keep a straight face,MATCHING_PAIR,remain serious and not laugh,hard,MATCHING
keep your hair on,MATCHING_PAIR,used for telling someone not to get angry or upset,hard,MATCHING
kick yourself,MATCHING_PAIR,"be very annoyed because you have made a mistake, missed an opportunity, etc",hard,MATCHING
let off steam,MATCHING_PAIR,shout or do something that allows you to get rid of anger,hard,MATCHING
let sleeping dogs lie,MATCHING_PAIR,leave a person or situation alone if they might cause you trouble,hard,MATCHING
never/don't look a gift horse in the mouth,MATCHING_PAIR,"if you are given something good, you should not complain about it or try to find things that are wrong with it",hard,MATCHING
up in arms about,MATCHING_PAIR,angry and complaining about something,hard,MATCHING
blend in,MATCHING_PAIR,"if someone or something blends in, they are similar to the other people, objects, buildings, etc around them, and so they seem appropriate or you do not notice them",hard,MATCHING
bring about,MATCHING_PAIR,"make something happen, especially to cause changes in a situation",hard,MATCHING
crack down (on),MATCHING_PAIR,start dealing with someone or something much more strictly crackdown (n),hard,MATCHING
get in,MATCHING_PAIR,be elected for a political job,hard,MATCHING
hit back,MATCHING_PAIR,criticise someone who has criticised you; deliberately hurt someone who has hurt you,hard,MATCHING
lock up,MATCHING_PAIR,put someone in a prison; lock all the doors and windows of a building so that no one can get in,hard,MATCHING
opt out (of),MATCHING_PAIR,decide not to take part in something or stop taking part in it,hard,MATCHING
phase out,MATCHING_PAIR,gradually stop using something,hard,MATCHING
push around,MATCHING_PAIR,keep telling someone what to do in an unfair or unpleasant way,hard,MATCHING
single out,MATCHING_PAIR,choose one person from a group for special attention,hard,MATCHING
stand up to,MATCHING_PAIR,"not allow yourself to be treated badly, especially by someone in authority",hard,MATCHING
talk down to,MATCHING_PAIR,talk to someone as if you think they are not as clever or important as you are,hard,MATCHING
bury your head in the sand,MATCHING_PAIR,ignore a problem or an unpleasant situation and hope that it will disappear,hard,MATCHING
gain/get/have/take the upper hand,MATCHING_PAIR,gain/get/have/take control or advantage over a person or situation,hard,MATCHING
get/have your way,MATCHING_PAIR,be allowed to have or do what you want,hard,MATCHING
live and let live,MATCHING_PAIR,"used for saying that you should accept other people’s beliefs and way of life, even if they are very different from your own",hard,MATCHING
pull (a few) strings,MATCHING_PAIR,"use your influence in order to get something you want or to help someone, especially when this is unfair",hard,MATCHING
red tape,MATCHING_PAIR,"documents, rules or processes that cause delays",hard,MATCHING
take the law into your own hands,MATCHING_PAIR,"punish someone in your own way without involving the police or the courts, often by doing something illegal yourself",hard,MATCHING
the powers that be,MATCHING_PAIR,the people who control a situation,hard,MATCHING
throw the book at sb,MATCHING_PAIR,punish someone very severely,hard,MATCHING
under sb’s thumb,MATCHING_PAIR,completely controlled by someone else,hard,MATCHING
"No matter what I said, Chris refused to back",MATCHING_PAIR,down from her position on abortion.,hard,MATCHING
Hardly had they locked the shop,MATCHING_PAIR,up when the alarm went off.,hard,MATCHING
Only radical action will bring,MATCHING_PAIR,about the changes that we so desperately need.,hard,MATCHING
What annoys me is that the man got,MATCHING_PAIR,off with just 100 hours' community service.,hard,MATCHING
The Prime Minister hit,MATCHING_PAIR,back at her critics and claimed she had done nothing wrong.,hard,MATCHING
Things have certainly improved since you took,MATCHING_PAIR,over the business and rearranged things.,hard,MATCHING
The authorities shouldn't give,MATCHING_PAIR,in to this kind of blackmail from the workers.,hard,MATCHING
I don't care who gets,MATCHING_PAIR,in at this election because it doesn't make any difference.,hard,MATCHING
brighten up,MATCHING_PAIR,"start to have more colour or light; give something more colour or light; start looking or feeling happier; if the weather brightens up, it becomes sunnier",hard,MATCHING
liven up,MATCHING_PAIR,"make something more interesting or exciting, or become more interesting or exciting; give something a more interesting appearance, taste or other quality",hard,MATCHING
make over,MATCHING_PAIR,change or improve the appearance of someone or something makeover (n),hard,MATCHING
mess up,MATCHING_PAIR,"make a mistake or do something badly; make something dirty or untidy; be the cause of someone's physical, emotional or mental problems",hard,MATCHING
paper over,MATCHING_PAIR,hide a problem or disagreement rather than finding a satisfactory solution to it,hard,MATCHING
patch up,MATCHING_PAIR,"repair something, often quickly and not very well; become friends with someone again after a disagreement; give basic medical treatment to someone who is injured",hard,MATCHING
run down,MATCHING_PAIR,"if an organisation or area is run down, its size, importance and activity is reduced run-down (adj)",hard,MATCHING
scrape through,MATCHING_PAIR,"succeed in doing something, but not in a very impressive way",hard,MATCHING
smarten up,MATCHING_PAIR,"improve the appearance of something, for example by cleaning or painting it; if you smarten up or smarten yourself up, you make yourself look tidy and clean",hard,MATCHING
touch up,MATCHING_PAIR,make a surface look better with small improvements,hard,MATCHING
waste away,MATCHING_PAIR,"gradually become thinner and weaker over a period of time, usually because of an illness",hard,MATCHING
write off,MATCHING_PAIR,damage a vehicle so badly that it is not worth repairing; decide that someone or something will not succeed and stop giving them your attention and energy write-off (n),hard,MATCHING
a sight for sore eyes,MATCHING_PAIR,someone or something that you are very pleased to see,hard,MATCHING
Achilles' heel,MATCHING_PAIR,a weak feature of someone or something that could cause failure or be attacked,hard,MATCHING
add fuel to the fire,MATCHING_PAIR,make a bad situation worse,hard,MATCHING
below/under par,MATCHING_PAIR,below the usual or expected standard,hard,MATCHING
clean as a whistle,MATCHING_PAIR,completely honest or legal; extremely clean,hard,MATCHING
draw the line (at),MATCHING_PAIR,say that you will definitely not allow or accept something,hard,MATCHING
last word in,MATCHING_PAIR,the newest and best type of something,hard,MATCHING
out of this world,MATCHING_PAIR,extremely good or impressive,hard,MATCHING
over the top,MATCHING_PAIR,more than what is considered normal or suitable,hard,MATCHING
pride of place,MATCHING_PAIR,in the place that is most central or important,hard,MATCHING
steal the show,MATCHING_PAIR,receive a lot of attention because you give the best performance in a show or other event,hard,MATCHING
the edge over,MATCHING_PAIR,an advantage that makes someone or something more successful than other people or things,hard,MATCHING
answer back,MATCHING_PAIR,reply rudely to someone who has more authority than you,hard,MATCHING
ask out,MATCHING_PAIR,"invite someone to go with you to a cinema, restaurant, etc because you want to start a romantic or sexual relationship with them",hard,MATCHING
break up,MATCHING_PAIR,"if two people break up, they end their relationship; break something to make smaller pieces; if a meeting or other event breaks up, or if you break it up, it ends and people leave",hard,MATCHING
bring together,MATCHING_PAIR,"create a situation in which people meet and do something together, especially when they would not usually do so",hard,MATCHING
bump into,MATCHING_PAIR,meet someone unexpectedly; accidentally hit against something,hard,MATCHING
cancel out,MATCHING_PAIR,stop something from having any effect,hard,MATCHING
come between,MATCHING_PAIR,cause a disagreement or argument between people,hard,MATCHING
crowd around,MATCHING_PAIR,move to a particular place at the same time as a lot of other people,hard,MATCHING
go together,MATCHING_PAIR,"if two or more things go together, they frequently exist together; if two things go together, they seem good, natural or attractive in combination with each other",hard,MATCHING
meet up,MATCHING_PAIR,"come together with someone, either unexpectedly or as planned",hard,MATCHING
open up,MATCHING_PAIR,"talk more about your personal feelings and experiences; open a locked door, container or building; make it easier to travel or do business in a country",hard,MATCHING
sound out,MATCHING_PAIR,"try to find out someone's opinions, ideas, feelings, etc by talking to them",hard,MATCHING
be born with a silver spoon in your mouth,MATCHING_PAIR,have advantages because you come from a rich family,hard,MATCHING
be on the same wavelength,MATCHING_PAIR,understand the way another person thinks because you often have the same ideas and opinions they do,hard,MATCHING
get on like a house on fire,MATCHING_PAIR,become good friends very quickly and have a lot to talk to each other about,hard,MATCHING
in sb's bad/good books,MATCHING_PAIR,used for saying that someone is annoyed/pleased with you,hard,MATCHING
like two peas in a pod,MATCHING_PAIR,"used for saying that two people look, behave or think exactly the same",hard,MATCHING
on good terms (with),MATCHING_PAIR,have a good relationship with someone,hard,MATCHING
put sth in perspective,MATCHING_PAIR,"provide a sensible way of judging how good, bad, important, etc something is in comparison with other things",hard,MATCHING
sb is only human,MATCHING_PAIR,used for saying someone has been weak in the ways most people are weak and should not be blamed for their behaviour,hard,MATCHING
see eye to eye (with sb),MATCHING_PAIR,agree with someone or have the same opinion as them,hard,MATCHING
your flesh and blood,MATCHING_PAIR,your relative,hard,MATCHING
centre around,MATCHING_PAIR,"if something centres around someone or something, or you centre something around them, they are its main subject of attention or interest",hard,MATCHING
get into,MATCHING_PAIR,"start enjoying something or become enthusiastic about it; if a train, plane, etc gets into a place, it arrives there; become involved in a bad situation",hard,MATCHING
hang out,MATCHING_PAIR,spend time in a particular place or with particular people; lean out of a window so that the top part of your body is outside hang-out (n),hard,MATCHING
keep up,MATCHING_PAIR,continue to do something; move at the same speed as someone or something,hard,MATCHING
laze around,MATCHING_PAIR,"relax and enjoy yourself, doing no work",hard,MATCHING
mess about/around,MATCHING_PAIR,spend time doing things in a relaxed way; behave in a silly way,hard,MATCHING
seek out,MATCHING_PAIR,find someone or something by looking for them in a determined way,hard,MATCHING
take out,MATCHING_PAIR,take someone to a place like a cinema or a restaurant and usually pay for them,hard,MATCHING
warm up,MATCHING_PAIR,prepare for a sport or activity by doing gentle exercises or practising just before it starts warm-up (n),hard,MATCHING
at a loose end,MATCHING_PAIR,with nothing in particular to do,hard,MATCHING
couch potato,MATCHING_PAIR,someone who spends a lot of time sitting at home watching television,hard,MATCHING
do sth on a whim,MATCHING_PAIR,do because of a sudden feeling that you must have or do something,hard,MATCHING
have time on your hands,MATCHING_PAIR,have more time available than you need,hard,MATCHING
let your hair down,MATCHING_PAIR,relax and enjoy yourself because you are in a comfortable environment,hard,MATCHING
life and soul of the party,MATCHING_PAIR,someone who is very lively at social events,hard,MATCHING
put your feet up,MATCHING_PAIR,"sit down and relax, especially with your feet raised off the ground",hard,MATCHING
recharge your batteries,MATCHING_PAIR,"rest after being very busy, so that you will be ready to start working again",hard,MATCHING
set your heart on,MATCHING_PAIR,decide that you want something very much,hard,MATCHING
variety is the spice of life,MATCHING_PAIR,used for saying that different experiences and situations make life enjoyable or interesting,hard,MATCHING
I suppose I spend a lot of time just hanging,MATCHING_PAIR,out with friends in the town centre.,hard,MATCHING
The best thing about camping is just messing,MATCHING_PAIR,about with all the equipment all day.,hard,MATCHING
"Since I'm self-employed, I'm able to take",MATCHING_PAIR,a whole month off and just travel.,hard,MATCHING
Drew spends a lot of time seeking,MATCHING_PAIR,out good spots to go windsurfing.,hard,MATCHING
Most of my leisure time seems to centre,MATCHING_PAIR,"around fishing or my other main hobby, water polo.",hard,MATCHING
The tour we're going on next week takes,MATCHING_PAIR,in some fantastic areas of natural beauty.,hard,MATCHING
I'm not one of those people who go in,MATCHING_PAIR,for active pastimes; I much prefer reading.,hard,MATCHING
"With a bit of practice, I picked",MATCHING_PAIR,up a few songs after just a couple of lessons on the guitar.,hard,MATCHING
get down to,MATCHING_PAIR,start doing something seriously or with a lot of effort,hard,MATCHING
get off with,MATCHING_PAIR,receive a small punishment for a crime,hard,MATCHING
get on,MATCHING_PAIR,continue doing something,hard,MATCHING
get out of,MATCHING_PAIR,avoid doing something that you should do,hard,MATCHING
get round,MATCHING_PAIR,"if news gets round, a lot of people hear it",hard,MATCHING
give out,MATCHING_PAIR,give something to several people,hard,MATCHING
go about,MATCHING_PAIR,"start dealing with a problem, situation or job in a particular way",hard,MATCHING
go along,MATCHING_PAIR,go to a meeting or event,hard,MATCHING
go along with,MATCHING_PAIR,agree with someone or agree with something that someone has suggested,hard,MATCHING
go back on,MATCHING_PAIR,"stop kept a promise, etc",hard,MATCHING
go down (to),MATCHING_PAIR,produce a particular reaction,hard,MATCHING
go for,MATCHING_PAIR,be sold for a particular amount of money,hard,MATCHING
go round,MATCHING_PAIR,be enough for everyone in a group,hard,MATCHING
go through,MATCHING_PAIR,"experience a difficult or unpleasant situation, feeling, etc",hard,MATCHING
go up,MATCHING_PAIR,be built,hard,MATCHING
hand over,MATCHING_PAIR,give someone else control of or responsibility for something,hard,MATCHING
hit on,MATCHING_PAIR,suddenly have an idea; discover something by chance,hard,MATCHING
kick off,MATCHING_PAIR,begin (a football match) kick-off (n),hard,MATCHING
let out,MATCHING_PAIR,make a sound,hard,MATCHING
look on,MATCHING_PAIR,watch something without taking part onlooker (n),hard,MATCHING
pass away/on,MATCHING_PAIR,die (used to avoid saying 'die' when you think this might upset someone),hard,MATCHING
talk round,MATCHING_PAIR,discuss something in a general way and without dealing with the most important issues,hard,MATCHING
21,MATCHING_PAIR,twenty-one,easy,MATCHING
22,MATCHING_PAIR,twenty-two,easy,MATCHING
33,MATCHING_PAIR,thirty-three,easy,MATCHING
44,MATCHING_PAIR,forty-four,easy,MATCHING
55,MATCHING_PAIR,fifty-five,easy,MATCHING
66,MATCHING_PAIR,sixty-six,easy,MATCHING
77,MATCHING_PAIR,seventy-seven,easy,MATCHING
88,MATCHING_PAIR,eighty-eight,easy,MATCHING
99,MATCHING_PAIR,ninety-nine,easy,MATCHING
100,MATCHING_PAIR,a hundred,easy,MATCHING
bricklayer,MATCHING_PAIR,A person who builds walls or buildings.,easy,MATCHING
astronaut,MATCHING_PAIR,A person trained to travel in space.,easy,MATCHING
shepherd,MATCHING_PAIR,A person who looks after sheep.,easy,MATCHING
igloo,MATCHING_PAIR,A type of house made from hard snow.,easy,MATCHING
soap opera,MATCHING_PAIR,A TV series about the lives of a group of characters.,easy,MATCHING
spacesuit,MATCHING_PAIR,A piece of clothing people wear when they travel in space.,easy,MATCHING
wigwam,MATCHING_PAIR,A type of tent made from animal skin.,easy,MATCHING
wizard,MATCHING_PAIR,A man that people believe has got magical powers.,easy,MATCHING
cabin cruiser,MATCHING_PAIR,A type of boat with a covering over the top.,easy,MATCHING
checkout,MATCHING_PAIR,The place in a shop where you pay for what you buy.,easy,MATCHING
Space station vacations,MATCHING_PAIR,holidays at a space station,easy,MATCHING
Intelligent kitchens,MATCHING_PAIR,"kitchens with a fridge, cooker, etc that you can programme to do things for you",easy,MATCHING
Solar-powered houses,MATCHING_PAIR,"houses that use energy from the sun for heat, light, etc",easy,MATCHING
Nutrition pills,MATCHING_PAIR,food in the form of a pill,easy,MATCHING
Air cars,MATCHING_PAIR,a type of car that flies in the air,easy,MATCHING
Emotional clothes,MATCHING_PAIR,clothes that change to suit your mood,easy,MATCHING
Coal,MATCHING_PAIR,a black substance that you put on the fire (a symbol of good luck at New Year),easy,MATCHING
Shortbread (shortie),MATCHING_PAIR,"a type of biscuit, popular in Scotland",easy,MATCHING
First-footer,MATCHING_PAIR,"the first person to step into your house after midnight on December 31st (a tall, dark handsome man brings good luck)",easy,MATCHING
Bells,MATCHING_PAIR,metal objects that make a ringing sound,easy,MATCHING
Black bun,MATCHING_PAIR,a fruit cake that people eat at Hogmanay,easy,MATCHING
They killed the dragon in cold blood.,MATCHING_PAIR,"in a cruel, unfeeling, violent way",medium,MATCHING
Trying to get information from him is like getting blood out of a stone!,MATCHING_PAIR,very difficult,medium,MATCHING
"My family means more to me than friends. After all, blood is thicker than water.",MATCHING_PAIR,family relationships are the most important,medium,MATCHING
He sweated blood to set up the company.,MATCHING_PAIR,work extremely hard,medium,MATCHING
Cruelty to animals makes my blood boil.,MATCHING_PAIR,make someone very angry,medium,MATCHING
wash,MATCHING_PAIR,the dishes,medium,MATCHING
dust,MATCHING_PAIR,the furniture,medium,MATCHING
make,MATCHING_PAIR,the beds,medium,MATCHING
iron,MATCHING_PAIR,the clothes,medium,MATCHING
vacuum,MATCHING_PAIR,the carpets,medium,MATCHING
clean,MATCHING_PAIR,the windows,medium,MATCHING
mop,MATCHING_PAIR,the floors,medium,MATCHING
mow,MATCHING_PAIR,the lawn,medium,MATCHING
shed light,MATCHING_PAIR,clarify,hard,MATCHING
spawn,MATCHING_PAIR,give birth to,hard,MATCHING
the status quo,MATCHING_PAIR,the normal and accepted order of things,hard,MATCHING
the establishment,MATCHING_PAIR,the government and ruling classes of a country,hard,MATCHING
subjugated,MATCHING_PAIR,"under the control of an enemy, enslaved",hard,MATCHING
plight,MATCHING_PAIR,"hardship, destitution",hard,MATCHING
an instrument of change,MATCHING_PAIR,an event or means by which change occurs,hard,MATCHING
a spiritual dimension,MATCHING_PAIR,a less materialistic element in an ideology,hard,MATCHING
water off a duck’s back,MATCHING_PAIR,(criticism) has no effect on sb,hard,MATCHING
water under the bridge,MATCHING_PAIR,(event/mistake) now forgotten or no longer important,hard,MATCHING
in(to) deep water,MATCHING_PAIR,"involved in complicated, dangerous affairs",hard,MATCHING
a fish out of water,MATCHING_PAIR,sb who feels uncomfortable in unfamiliar surroundings,hard,MATCHING
come hell or high water,MATCHING_PAIR,whatever the difficulties,hard,MATCHING
in hot water,MATCHING_PAIR,in trouble,hard,MATCHING
take to sth like a duck to water,MATCHING_PAIR,do sth new very easily,hard,MATCHING
pour oil on troubled waters,MATCHING_PAIR,do sth to calm or settle a difficult situation/ dispute,hard,MATCHING
mince my,MATCHING_PAIR,words,hard,MATCHING
a man of,MATCHING_PAIR,few words,hard,MATCHING
paint a,MATCHING_PAIR,pretty picture,hard,MATCHING
by word,MATCHING_PAIR,of mouth,hard,MATCHING
speak your,MATCHING_PAIR,mind,hard,MATCHING
let you,MATCHING_PAIR,in on a secret,hard,MATCHING
making,MATCHING_PAIR,small talk,hard,MATCHING
hold my,MATCHING_PAIR,tongue,hard,MATCHING
the talk,MATCHING_PAIR,of the town,hard,MATCHING
talk is,MATCHING_PAIR,cheap,hard,MATCHING
totally,MATCHING_PAIR,unjustified,hard,MATCHING
in a badly neglected,MATCHING_PAIR,state,hard,MATCHING
deeply,MATCHING_PAIR,concerned,hard,MATCHING
absolutely,MATCHING_PAIR,enchanting,hard,MATCHING
of great historical,MATCHING_PAIR,interest,hard,MATCHING
are being gradually,MATCHING_PAIR,restored,hard,MATCHING
provides a valuable,MATCHING_PAIR,insight,hard,MATCHING
one of the few remaining,MATCHING_PAIR,examples,hard,MATCHING
to wander,MATCHING_PAIR,around,hard,MATCHING
to spend hours,MATCHING_PAIR,exploring,hard,MATCHING
The specialist held,MATCHING_PAIR,degrees in cardiology from a number of institutions,hard,MATCHING
Our local GP is held,MATCHING_PAIR,in high esteem by the community.,hard,MATCHING
The nurse asked me how,MATCHING_PAIR,I had been keeping.,hard,MATCHING
Hold,MATCHING_PAIR,still while I give you this injection.,hard,MATCHING
I've been trying to get hold,MATCHING_PAIR,of a doctor all morning.,hard,MATCHING
"wind, solar",MATCHING_PAIR,power,hard,MATCHING
"natural, man-made",MATCHING_PAIR,disaster,hard,MATCHING
"noise, air",MATCHING_PAIR,pollution,hard,MATCHING
"industrial, nuclear",MATCHING_PAIR,waste,hard,MATCHING
"wild-life, water",MATCHING_PAIR,conservation,hard,MATCHING
"extinct, endangered",MATCHING_PAIR,species,hard,MATCHING
"noxious, toxic",MATCHING_PAIR,fumes,hard,MATCHING
Action is needed now before,MATCHING_PAIR,it is too late.,hard,MATCHING
It should not be forgotten,MATCHING_PAIR,that the public also have a duty to act on this issue.,hard,MATCHING
"If we allow this situation to continue,",MATCHING_PAIR,the consequences could be disastrous.,hard,MATCHING
It is only,MATCHING_PAIR,a matter of time before the situation becomes uncontrollable.,hard,MATCHING
The government is obviously either,MATCHING_PAIR,unable or unwilling to act.,hard,MATCHING
Yet it would be a mistake to,MATCHING_PAIR,overlook the fact that schools play a vital role in this.,hard,MATCHING
We have known about,MATCHING_PAIR,the situation for some time and yet very little action has been taken to correct it.,hard,MATCHING
Although some measures,MATCHING_PAIR,"have been implemented, these are clearly not enough.",hard,MATCHING
give in to/to back down,MATCHING_PAIR,submit/acquiesce/surrender to,hard,MATCHING
put up with/to stand for,MATCHING_PAIR,tolerate,hard,MATCHING
tackle/get to grips with,MATCHING_PAIR,deal with,hard,MATCHING
take advantage of,MATCHING_PAIR,exploit,hard,MATCHING
frown upon/take a dim view of,MATCHING_PAIR,condemn,hard,MATCHING
talk sb into,MATCHING_PAIR,persuade to,hard,MATCHING
give it a go,MATCHING_PAIR,make an attempt,hard,MATCHING
Just dropping you a quick line to,MATCHING_PAIR,let you know I've done all the things you asked me to about the party.,hard,MATCHING
I am writing with regard to,MATCHING_PAIR,"the article which you published on 6th January, entitled 'Think Before You Spend'.",hard,MATCHING
I thought I'd write to you now while,MATCHING_PAIR,things are quiet.,hard,MATCHING
It was great to hear your news and,MATCHING_PAIR,that you've settled in to your new surroundings.,hard,MATCHING
Our main objection is to the statistics you printed which,MATCHING_PAIR,strongly suggested that crime is on the increase.,hard,MATCHING
Give it a try and write and,MATCHING_PAIR,let me know how you get on.,hard,MATCHING
I insist that you either replace the damaged goods within ten days or,MATCHING_PAIR,send me a full refund of the purchase price.,hard,MATCHING
I hope you will agree that this is a matter which,MATCHING_PAIR,is urgently in need of your attention.,hard,MATCHING
"There is also a spacious and comfortable family room, which should appeal to diners with young children.",MATCHING_PAIR,Restaurant,hard,MATCHING
