word,definition,distractors,difficulty
skirt,váy ngắn,better|journey|day,easy
sleep,ngủ,apartment|dollar|flight,easy
slow,chậm,FALSE|must|carry,easy
small,bé nhỏ,north|friendly|phrase,easy
snake,rắn,eighteen|idea|end,easy
snow,tuyết,across|area|list,easy
so,Vì thế,adult|and|mistake,easy
some,một số,member|cook|DVD,easy
somebody,ai đó,meat|map|behind,easy
someone,người nào đó,centre|final|much det,easy
something,thứ gì đó,horse|grandparent|hope,easy
sometimes,Thỉnh thoảng,area|college|chocolate,easy
son,con trai,make|banana|answer,easy
song,bài hát,near prep|nothing|fast,easy
soon,sớm,concert|fifteen|amazing,easy
sorry,Xin lỗi,group|grandfather|good,easy
sound,âm thanh,fill|brother|euro,easy
soup,canh,paint|date|farm,easy
south n,phía nam,interested|he|nineteen,easy
space,không gian,lose|clothes|face,easy
speak,nói chuyện,dog|month|hear,easy
special,đặc biệt,come|blue|morning,easy
spell,Đánh vần,paper|I|midnight,easy
spelling,chính tả,January|fantastic|number,easy
spend,tiêu,create|again|enough det,easy
sport,thể thao,also|building|head,easy
spring,mùa xuân,eleven|give|park,easy
stand,đứng,hot|hour|fire,easy
star,ngôi sao,country|painting|order,easy
start,bắt đầu,object|get|hi,easy
statement,tuyên bố,mountain|him|around,easy
station,ga tàu,look|list|but,easy
stay,ở lại,before|day|advice,easy
still,vẫn,in|Monday|bank,easy
stop,dừng lại,person|long|group,easy
story,câu chuyện,goodbye|agree|nineteen,easy
street,đường phố,often|colour|opinion,easy
strong,mạnh,paint|full|create,easy
student,học sinh,eat|how|in,easy
study,học,as|hey|because,easy
style,phong cách,him|people|paint,easy
subject,chủ thể,miss|kind|include,easy
success,thành công,little|east n|match,easy
sugar,đường,pink|cake|career,easy
summer,mùa hè,cousin|orange|bank,easy
sun,mặt trời,bathroom|chair|bag,easy
Sunday,Chủ nhật,arm|bicycle|live,easy
supermarket,siêu thị,movie|boy|island,easy
sure,Chắc chắn,night|kilometre|million,easy
sweater,áo len,choose|camera|perfect,easy
swim,bơi,design|behind|clothes,easy
swimming,bơi,cooking|interview|good,easy
table,bàn,little|December|amazing,easy
take,lấy,come|arrive|happen,easy
talk,nói chuyện,dangerous|cent|carry,easy
tall,cao,magazine|nothing|find,easy
taxi,Taxi,ever|hello|fast,easy
tea,trà,business|modern|May,easy
teach,dạy bảo,period|between|face,easy
teacher,giáo viên,however|blonde|concert,easy
team,đội,climb|he|exciting,easy
teenager,thiếu niên,o'clock|nobody|negative,easy
telephone,điện thoại,bathroom|lunch|grow,easy
television,tivi,create|near prep|another,easy
tell,kể,cook|dark|form,easy
ten,mười,life|animal|before,easy
tennis,quần vợt,pepper|grow|let,easy
terrible,kinh khủng,far|different|ice,easy
test,Bài kiểm tra,bedroom|need|final,easy
text,chữ,fun|FALSE|bank,easy
than,hơn,go|oh|number,easy
thank,cám ơn,bird|my|foot,easy
thanks,Cảm ơn,bottle|fall|add,easy
that det,chi tiết đó,meet|every|island,easy
the,cái,any|never|early,easy
theatre,nhà hát,bath|have|party,easy
their,của họ,outside|flat|action,easy
them,họ,plan|arm|happy,easy
then,sau đó,dictionary|however|boat,easy
there,ở đó,internet|lie|beautiful,easy
they,họ,health|east n|now,easy
thing,điều,body|how|jeans,easy
think,nghĩ,midnight|nice|away,easy
third,thứ ba,own|dialogue|hot,easy
thirsty,khát,doctor|midnight|lot pron,easy
thirteen,mười ba,could|bread|everyone,easy
thirty,ba mươi,card|north|office,easy
this,cái này,meet|meat|bike,easy
thousand,nghìn,piece|aunt|course,easy
three,ba,bored|like|flower,easy
through,bởi vì,green|maybe|coat,easy
Thursday,Thứ năm,email|explain|ice,easy
ticket,vé,April|healthy|fill,easy
time,thời gian,boy|introduce|enough det,easy
tired,mệt,grandparent|May|cream,easy
title,tiêu đề,have to|newspaper|his,easy
to prep,để chuẩn bị,her|million|delicious,easy
today,Hôm nay,floor|boyfriend|cat,easy
together,cùng nhau,FALSE|feel|about,easy
toilet,nhà vệ sinh,into|hey|painting,easy
tomato,cà chua,April|dangerous|jacket,easy
tomorrow,Ngày mai,November|college|November,easy
tonight,tối nay,personal|help|clean,easy
too,cũng vậy,mother|arm|beautiful,easy
tooth,răng,perfect|menu|expensive,easy
topic,đề tài,need|close|great,easy
tourist,du khách,actor|do1 v|August,easy
town,thị trấn,dangerous|air|nurse,easy
traffic,giao thông,cent|famous|bed,easy
train,xe lửa,photograph|blue|model,easy
travel,du lịch,about |cafe|dad,easy
tree,cây,design|bird|key,easy
trip,chuyến đi,below|famous|ever,easy
trousers,quần dài,paragraph|explain|husband,easy
TRUE,ĐÚNG VẬY,cannot|everything|cake,easy
try,thử,computer|back|plan,easy
T-shirt,Áo phông,action|mouse|o'clock,easy
Tuesday,Thứ ba,near prep|discuss|correct,easy
turn,xoay,island|hundred|last,easy
TV,TV,passport|look|blonde,easy
twelve,mười hai,music|hate|interested,easy
twenty,hai mươi,over|explain|late,easy
twice,hai lần,cooking|o'clock|anyone,easy
two,hai,number|he|nice,easy
type,kiểu,live|do1 v|party,easy
umbrella,Chiếc ô,friend|hungry|music,easy
uncle,chú,pepper|fun|free,easy
under,dưới,difficult|nine|dinner,easy
understand,hiểu,fast|painting|left adj,easy
university,trường đại học,camera|meat|out,easy
until,cho đến khi,on|onion|old,easy
up,hướng lên,also|five|opinion,easy
upstairs,tầng trên,computer|each det|break,easy
us,chúng ta,fantastic|open|list,easy
use,sử dụng,book|bye|flight,easy
useful,hữu ích,end|market|banana,easy
usually,thường xuyên,boat|nice|dance,easy
vacation,kì nghỉ,hard|grandparent|floor,easy
vegetable,rau quả,listen|nineteen|go,easy
very,rất,know|married|cannot,easy
video,băng hình,key|paint|paragraph,easy
village,làng bản,dancing|last|any,easy
visit,thăm nom,full|cannot|hair,easy
visitor,khách tham quan,open|good|eighty,easy
wait,Chờ đợi,OK exclam|cheese|artist,easy
waiter,phục vụ nam,period|aunt|be v,easy
wake,thức dậy,point|nothing|difficult,easy
walk,đi bộ,each det|else|July,easy
wall,tường,mouse|bag|by,easy
want,muốn,career|grandfather|art,easy
warm,ấm,park|mouth|camera,easy
wash,rửa,afternoon|my|have to,easy
watch,đồng hồ,just|member|never,easy
water,Nước,plane|could|man,easy
way,đường,advice|butter|have to,easy
we,chúng tôi,April|high|pair,easy
wear,mặc,map|jeans|clean,easy
weather,thời tiết,easy|break|page,easy
website,trang web,partner|dinner|interested,easy
Wednesday,Thứ Tư,nurse|cream|form,easy
week,tuần,driver|desk|clothes,easy
weekend,ngày cuối tuần,discuss|cold|fruit,easy
welcome,Chào mừng,bike|meeting|fat,easy
well,Tốt,May|island|make,easy
west,phía tây,fifty|else|paragraph,easy
what,Gì,body|point|plant,easy
when,khi,forget|him|paragraph,easy
where,Ở đâu,first det|Friday|garden,easy
which,cái mà,big|book|always,easy
white,trắng,fifth|job|bag,easy
who,Ai,photograph|animal|opposite,easy
why,Tại sao,how|coffee|over,easy
wife,vợ,more det|as|address,easy
will,sẽ,child|lion|model,easy
win,thắng,card|eye|across,easy
window,cửa sổ,bag|mouth|find,easy
wine,rượu,flight|dancer|phone,easy
winter,mùa đông,kind|online|arrive,easy
with,với,me|be v|key,easy
without,không có,film|delicious|do1 v,easy
woman,đàn bà,actress|its|after,easy
wonderful,tuyệt vời,my|other|century,easy
word,từ,computer|father|camera,easy
work,công việc,build|aunt|meal,easy
worker,công nhân,conversation|bed|class,easy
world,thế giới,more det|check|cannot,easy
would,sẽ,cake|dancing|cafe,easy
write,viết,boot|our|easy,easy
writer,nhà văn,elephant|pink|centre,easy
writing,viết,guess|cut|door,easy
wrong,sai,favourite|can|improve,easy
yeah,vâng,clock|machine|fish,easy
year,năm,cost|little|he,easy
yellow,màu vàng,milk|compare|arrive,easy
yes,Đúng,cafe|cent|girlfriend,easy
yesterday,Hôm qua,here|eighteen|need,easy
you,Bạn,live|afraid|journey,easy
young,trẻ,list|company|girl,easy
your,của bạn,agree|bring|page,easy
yourself,bản thân bạn,o'clock|November|flight,easy
ability,khả năng,engineer|surprised|abroad,easy
able,có thể,insect|completely|neither,easy
abroad,ở nước ngoài,book|less|less,easy
accept,chấp nhận,planet|image|traveller,easy
accident,tai nạn,basketball|document|personality,easy
according,theo,pass|professor|recognize,easy
achieve,đạt được,survey|frog|church,easy
act,hành động,fix|cigarette|possibility,easy
active,tích cực,firstly|based|oil,easy
actually,Thực ra,scary|lovely|plastic,easy
adult,người lớn,conference|circle|seat,easy
advantage,lợi thế,poster|likely|compete,easy
adventure,cuộc phiêu lưu,electric|based|factory,easy
advertise,quảng cáo,fail|plant|definitely,easy
advertisement,quảng cáo,drama|sailing|winner,easy
advertising,quảng cáo,drawing|argument|shall,easy
affect,ảnh hưởng,profile|fix|feed,easy
after,sau đó,can|climate|destroy,easy
against,chống lại,biology|kill|smile,easy
ah,à,average|able|effect,easy
airline,hãng hàng không,manner|side|drama,easy
alive,còn sống,roof|mind|technology,easy
all,tất cả,electricity|careful|sky,easy
all right,được rồi,normally|check|tradition,easy
allow,cho phép,gallery|sale|adult,easy
almost,hầu hết,basketball|ocean|recent,easy
alone,một mình,heat|uniform|destroy,easy
along,dọc theo,secondly|whole|anyway,easy
already,đã,profile|ground|conference,easy
alternative,thay thế,fear|round|king,easy
although,mặc dù,furniture|least|enormous,easy
among,giữa,view|step|error,easy
amount,số lượng,organization|good|thought,easy
ancient,cổ đại,adventure|replace|error,easy
ankle,mắt cá chân,clearly|birth|enormous,easy
any,bất kì,attention|fit|data,easy
anybody,bất kỳ ai,feed|clothing|error,easy
any more,không còn nữa,fan|appearance|soft,easy
anyway,Dẫu sao thì,invent|present|wild,easy
anywhere,bất cứ nơi nào,between|fly|expect,easy
app,ứng dụng,toy|roof|nature,easy
appear,xuất hiện,step|field|half,easy
appearance,vẻ bề ngoài,pants|sadly|fun,easy
apply,áp dụng,column|worried|hold,easy
architect,kiến trúc sư,wow|lazy|bottom,easy
architecture,ngành kiến ​​​​trúc,ourselves|manage|avoid,easy
argue,tranh cãi,compete|hill|thick,easy
argument,lý lẽ,alive|thief|attractive,easy
army,quân đội,remove|bit|lamp,easy
arrange,sắp xếp,suppose|pain|drama,easy
arrangement,sắp xếp,tablet|attention|industry,easy
as,BẰNG,teenage|against|colleague,easy
asleep,ngủ,media|lamp|brain,easy
assistant,trợ lý,training|pass|bin,easy
athlete,vận động viên,himself|continent|bridge,easy
attack,tấn công,argument|temperature|hall,easy
attend,tham gia,jewellery|link|sheet,easy
attention,chú ý,side|link|appearance,easy
attractive,hấp dẫn,differently|lazy|loudly,easy
audience,khán giả,wish|especially|somewhere,easy
author,tác giả,abroad|clearly|enter,easy
available,có sẵn,lamp|between|soccer,easy
average,trung bình,toy|cash|male,easy
avoid,tránh xa,ring2|factory|vehicle,easy
award,phần thưởng,simple|speed|used,easy
awful,tồi tệ,towel|thick|neck,easy
back,mặt sau,present|earn|hero,easy
background,lý lịch,sir|likely|invitation,easy
badly,tệ hại,discover|employ|gift,easy
bar,thanh,task|digital|ring1,easy
baseball,bóng chày,available|prison|lawyer,easy
based,dựa trên,skiing|including|owner,easy
basketball,bóng rổ,actually|raise|driving,easy
bean,đậu,audience|marry|wild,easy
bear,con gấu,suit|smoke|region,easy
beat,tiết tấu,attend|railway|disagree,easy
beef,thịt bò,washing|empty|singing,easy
before,trước,dentist|among|president,easy
behave,ứng xử,downstairs|straight|stage,easy
behaviour,hành vi,avoid|employer|beef,easy
belong,thuộc về,fall|little|storm,easy
belt,thắt lưng,incredible|creative|earth,easy
benefit,lợi ích,patient|instrument|competition,easy
best,tốt nhất,professional|abroad|chance,easy
better,tốt hơn,care|queen|attention,easy
between,giữa,refer|pop|gas,easy
billion,tỷ,finger|forest|frog,easy
bin,thùng rác,adventure|kill|monkey,easy
biology,sinh vật học,drug|check|earth,easy
birth,sinh,straight|avoid|contain,easy
biscuit,bánh quy,law|continue|mail,easy
bit,chút,attention|nowhere|headache,easy
blank,trống,talk|stair|audience,easy
blood,máu,along|second1|taste,easy
blow,thổi,herself|ground|suppose,easy
board,Cái bảng,individual|law|discover,easy
boil,đun sôi,physics|season|dentist,easy
bone,xương,respond|instructor|mathematics,easy
book,sách,assistant|noise|fan,easy
borrow,vay mượn,hope|height|informal,easy
boss,ông chủ,weak|greet|back,easy
bottom,đáy,provide|individual|forward,easy
bowl,cái bát,social|crime|stair,easy
brain,não,camp|credit|weak,easy
bridge,cầu,coast|scared|sailing,easy
bright,sáng,oil|region|flat,easy
brilliant,xuất sắc,against|seat|sadly,easy
broken,vỡ,mention|communicate|continent,easy
brush,chải,death|engine|bean,easy
burn,cháy,recently|can|tradition,easy
businessman,doanh nhân,fishing|disaster|sauce,easy
button,cái nút,shape|printer|own,easy
camp,trại,blow|all|heat,easy
camping,cắm trại,last|ring1|reporter,easy
can,Có thể,daily|hockey|running,easy
care,chăm sóc,celebrate|unusual|amount,easy
careful,cẩn thận,either|classical|expression,easy
carefully,cẩn thận,goal|mine|unfortunately,easy
carpet,thảm,adult|onto|cross,easy
cartoon,hoạt hình,oil|cook|advertising,easy
case,trường hợp,toy|printer|dead,easy
cash,tiền mặt,remove|anyway|fridge,easy
castle,lâu đài,carefully|deep|mark,easy
catch,nắm lấy,clear|develop|involve,easy
cause,gây ra,seat|purpose|drawing,easy
celebrate,kỉ niệm,bear|column|dry,easy
celebrity,người nổi tiếng,helpful|skin|stomach,easy
certain,chắc chắn,round|sail|invite,easy
certainly,chắc chắn,parking|ankle|exist,easy
chance,cơ hội,power|suggest|realize,easy
character,tính cách,although|raise|hero,easy
charity,tổ chức từ thiện,frog|ring2|soap,easy
chat,trò chuyện,deep|extreme|biology,easy
check,kiểm tra,ring1|education|whose,easy
chef,đầu bếp,offer|jewellery|voice,easy
chemistry,hoá học,quality|musical|differently,easy
chip,chip,truck|outside|plate,easy
choice,sự lựa chọn,knife|reception|available,easy
church,nhà thờ,petrol|uniform|clever,easy
cigarette,thuốc lá,lady|necessary|enormous,easy
circle,vòng tròn,mobile|silver|birth,easy
classical,cổ điển,sail|pub|usual,easy
clear,thông thoáng,used|lead|available,easy
clearly,rõ ràng,past|reduce|context,easy
clever,thông minh,drop|affect|board,easy
climate,khí hậu,hit|rock|carpet,easy
close,đóng,businessman|bright|helpful,easy
2,2,wild|heavy|clearly,easy
closed,đóng cửa,incredible|based|smartphone,easy
clothing,quần áo,possession|truck|advertisement,easy
cloud,đám mây,medical|replace|wash,easy
coach,huấn luyện viên,stomach|land|empty,easy
coast,bờ biển,carefully|digital|service,easy
code,mã số,moon|specific|athlete,easy
colleague,đồng nghiệp,repair|typical|quality,easy
collect,sưu tầm,expression|asleep|professor,easy
column,cột,tablet|rude|size,easy
comedy,hài kịch,connected|architect|maths,easy
comfortable,thoải mái,recent|mention|continue,easy
comment,bình luận,mark|included|actually,easy
communicate,giao tiếp,complain|curly|everywhere,easy
community,cộng đồng,painter|sir|recommend,easy
compete,hoàn thành,mine|talk|rude,easy
competition,cuộc thi,thought|connect|wow,easy
complain,phàn nàn,single|reception|certain,easy
completely,hoàn toàn,leader|further|extremely,easy
condition,tình trạng,fear|relationship|trainer,easy
conference,hội nghị,correctly|predict|yet,easy
connect,kết nối,excellent|metal|environment,easy
connected,đã kết nối,nature|assistant|boss,easy
consider,coi như,speaker|community|better,easy
contain,bao gồm,thinking|washing|throw,easy
context,bối cảnh,lazy|bean|least,easy
continent,lục địa,first|certainly|reporter,easy
continue,Tiếp tục,side|lock|architect,easy
control,điều khiển,worse|season|forward,easy
cook,đầu bếp,tool|director|thin,easy
cooker,bếp nấu ăn,succeed|engine|hide,easy
copy,bản sao,fail|contain|brilliant,easy
corner,góc,available|push|schedule,easy
correctly,đúng,feed|divorced|ring2,easy
count,đếm,drop|furniture|serious,easy
couple,cặp đôi,react|predict|cloud,easy
cover,che phủ,cigarette|recording|carpet,easy
crazy,điên,shape|cigarette|farm,easy
creative,sáng tạo,sign|hero|continue,easy
credit,tín dụng,route|furniture|physical,easy
crime,tội phạm,mind|develop|army,easy
criminal,tội phạm,speech|loud|singing,easy
cross,đi qua,sale|boil|major,easy
crowd,đám đông,photograph|wash|distance,easy
