sentence,answer,distractors,difficulty
There was a sign over the gate saying '............................ OUT'.,KEEP,CLEAR|CONTINUE|KEEP|SET,easy
"Dinosaurs are ............................ , so there are no dinosaurs alive any more.",extinct,mild|extinct|global|tight,easy
There were about twenty people ............................ total at the meeting.,in,on|at|in|with,easy
Are you ............................ with Elaine Sharp? She's a young writer from Manchester.,familiar,common|known|heard|familiar,easy
............................ up your shoelaces or you might trip over them.,Do,Do|Put|Make|Set,easy
We've got to save the rainforests ............................ being destroyed.,from,for|to|from|with,easy
............................ me a joke!,Tell,Tell|Speak|Say|Do,easy
Ruth has got a great ............................ of humour.,sense,emotion|feeling|sense|mood,easy
How did you ............................ when you heard the news?,react,make|cause|do|react,easy
I've passed all my exams! Let's ............................ !,celebrate,behave|praise|celebrate|investigate,easy
Congratulations ............................ getting into the final!,on,on|with|for|by,easy
You'll never ............................ me the world is flat.,convince,doubt|convince|criticise|pretend,easy
I was very ............................ when I was little. I was always getting into trouble!,naughty,bad-tempered|polite|depressed|naughty,easy
I heard a ............................ that you're having a party. Is it true?,rumour,rumour|news|gossip|fact,easy
Simon ............................ stand at the front of the class because he wouldn't stop talking.,was made to,made to|was made to|was made|has made,easy
"............................ Mum had a cold, she still went to work.",Although,Despite|In spite|However|Although,easy
When are you going to ............................ ?,get your computer fixed,get fixed your computer|get your computer fixed|have fixed your computer|have your computer fixing,easy
I'll do my homework as soon as I ............................ home.,get,get|would get|will get|got,easy
Neither Alec ............................ Rob came to school today.,nor,or|and|nor|either,easy
You can't make a snowman ............................ there's some snow!,unless,if|while|unless|after,easy
I suggest ............................ pizza this evening.,having,have|having|to have|us to have,easy
I passed the exam in spite of ............................ no revision!,doing,doing|I did|to do|I had done,easy
"Well, it's 7pm. I'd better hit the ............ if I want to get home before it's dark.",road,roof|headlines|road|newspaper,easy
"She's a bit plump, but she buys clothes that ............ her shape so she always looks good.",flatter,flatter|develop|enhance|correct,easy
