sentence,options,answer,difficulty,question_type
So ............................ that they actually finished three weeks early.,"were the builders fast|fast the builders were|the builders were fast|fast were the builders",fast were the builders,hard,VOCAB
Never ............................ complete and utter rubbish!,"have I heard so|I heard such|did I hear so|have I heard such",have I heard such,hard,VOCAB
In no way ............................ that people will be prevented from organising peaceful protests.,"this law means|means this law|does this law mean|this law does mean",does this law mean,hard,VOCAB
"If you don't put the tent up ............................ , it might blow away!","too carefully|so carefully|such carefully|carefully enough",carefully enough,hard,VOCAB
No sooner ............................ everyone started to gossip about him.,"had Mike left than|did Mike leave when|left Mike when|Mike had left than",had Mike left than,hard,VOCAB
"'I can't stand this hot weather!' 'No, ............................ . Dreadful, isn't it?'","so can't I|neither can I|so I can't|nor I can",neither can I,hard,VOCAB
'We were at the Rolling Stones concert last weekend.' 'Were you? So ............................ !',"I was|was I being|I was there|was I",was I,hard,VOCAB
"We all have to follow the rules, and none of us is ............................ the law.","beyond|over|above|onto",above,hard,VOCAB
"Apparently, before the fight some of the youths had ............................ themselves with knives.","fitted|installed|armed|readied",armed,hard,VOCAB
The woman was convicted and sentenced ............................ six months in prison.,"for|on|with|to",to,hard,VOCAB
"Since it was a minor offence, Derek was sent to ............................ prison.","an open|an easy|a soft|a weak",an open,hard,VOCAB
A middle-aged man was seen running away from the ............................ of the crime.,"place|scene|location|point",scene,hard,VOCAB
I work such long hours that I don't really have time for much of a ............................ life.,"friendly|outgoing|social|free",social,hard,VOCAB
Don't worry – the documents are safely ............................ lock and key at my place.,"under|in|on|within",under,hard,VOCAB
The most powerful force in a teenager's life is probably ............................ pressure.,"friend|peer|company|crowd",peer,hard,VOCAB
We are pleased to inform you that we have decided to ............................ your request for British citizenship.,"give|grant|permit|donate",grant,hard,VOCAB
We finally managed to ............................ our way through the crowd and reach the exit.,"create|insist|move|force",force,hard,VOCAB
There has been a lot of ............................ surrounding the government's proposed scheme.,"controversy|consent|conformity|consequence",controversy,hard,VOCAB
"Our town has a real problem with youth crime, ............................ do many other British towns.","so|nor|as|like",as,hard,VOCAB
Warning: anyone caught stealing from these premises will be ............................ .,"advocated|undermined|prosecuted|enforced",prosecuted,hard,VOCAB
"The local authorities need to ............................ down on illegal parking, in my opinion.","hit|force|move|crack",crack,hard,VOCAB
"If the service isn't up to standard, I think you have ............................ right to complain.","all|each|much|every",every,hard,VOCAB
Jim's a tough character and certainly won't let anyone push him ............................ .,"up|off|around|through",around,hard,VOCAB
The ............................ I don't understand is why Emily lets her boyfriend get away with it.,"reason|object|item|thing",thing,hard,VOCAB
My uncle pulled a few ............................ and got me a job in the company where he works.,"ropes|strings|threads|chords",strings,hard,VOCAB
Are these windows really not made of ............................ ?,"the glass|a glass|glass|glasses",glass,hard,VOCAB
I fancy playing poker. Have we got a ............................ of cards anywhere?,"pack|pair|bunch|set",pack,hard,VOCAB
"Luckily, only ............................ of the medicine got spilt.","little|a little|few|a few",a little,hard,VOCAB
The ............................ on the kitchen table.,"grocery is|grocery are|groceries is|groceries are",groceries are,hard,VOCAB
Hardly ............................ of the paintings at the gallery were for sale.,"none|few|some|any",any,hard,VOCAB
It's ............................ opportunity to see African wildlife in its natural environment.,"an unique|a unique|the unique|unique",a unique,hard,VOCAB
"You can't just demand ............................ , you have to earn it.","a respect|the respect|any respect|respect",respect,hard,VOCAB
Almost ............................ person I've asked says they're going on the anti-war demonstration next Saturday.,"every|each|all the|the entire",every,hard,VOCAB
"I always clean the flat before my mum comes round, but she always finds at least one ............................ of dust and says it's filthy!","scrap|gust|speck|blade",speck,hard,VOCAB
There seem to be a/an ............................ of people in the street. What's happening?,"amount|deal|number|plenty",number,hard,VOCAB
............................ of birds over a city usually predict cold weather.,"Herds|Flocks|Packs|Groups",Flocks,hard,VOCAB
"Only ............................ people have joined the website so far, but we're hoping membership will increase over the next couple of months.","few|a few|little|a little",a few,hard,VOCAB
It's one of the worst books I've ever read. Its only redeeming ............................ is that it's quite short!,"aspect|feature|element|factor",feature,hard,VOCAB
"With over 500 hits from the 60s, 70s and 80s, this is the ............................ hits collection.","exquisite|satisfactory|optimum|ultimate",ultimate,hard,VOCAB
The concrete is ............................ by putting metal bars in it; this makes it stronger and more durable.,"reinforced|refurbished|renovated|streamlined",reinforced,hard,VOCAB
This plate's a collector's ............................ and is actually worth quite a lot of money.,"bit|article|object|item",item,hard,VOCAB
"When she suggested ............................ over the weekend, I was so angry that I threatened to quit.","me to working|me to work|me work|me working",me working,hard,VOCAB
The manager requested that all staff ............................ present at the meeting.,"have been|be|are being|being",be,hard,VOCAB
Didn't you ............................ that Martha wasn't with Ashley?,"think it strange|think strange|think strangely|think it strangely",think it strange,hard,VOCAB
It's very important that we ............................ as soon as there's any change in the patient's condition.,"be it notified|being notified|were notified|be notified",be notified,hard,VOCAB
I feel ............................ to inform the committee that a number of members are very unhappy with the decision.,"my duty|this my duty|it my duty|that my duty",it my duty,hard,VOCAB
"After what the manager said this morning, I didn't ............................ him about the problems I've been having.","dare telling|dare it telling|dare tell|dare to telling",dare tell,hard,VOCAB
Don't you ............................ that Veronica and George are still together?,"incredibly find|find incredible|find incredibly|find it incredible",find it incredible,hard,VOCAB
You shouldn't have let Kerry ............................ without apologising for what you said to her.,"leave|to leave|leaving|to leaving",leave,hard,VOCAB
It was a bit embarrassing when the teacher caught us ............................ during the test.,"to cheat|cheating|cheat|to cheating",cheating,hard,VOCAB
It's not fair to make the dog ............................ in the car on such a hot day.,"to wait|waiting|wait|for waiting",wait,hard,VOCAB
I couldn't believe it when Marcy accused me of ............................ in her relationship with Joe.,"intervening|interacting|interfering|intercepting",interfering,hard,VOCAB
Do you think there might be a ............................ between Angie's behaviour and the accident she had?,"link|tie|bond|junction",link,hard,VOCAB
"Suddenly, I overheard Melissa and Alex talking about me in the ............................ room.","attached|beside|near|adjacent",adjacent,hard,VOCAB
It's difficult to translate because there's no ............................ for that word in English.,"twin|clone|copy|equivalent",equivalent,hard,VOCAB
Andrea and Theresa are so different! You couldn't have two more ............................ sisters.,"dislike|contrasting|conflicting|distinguished",contrasting,hard,VOCAB
"Keeping a relationship going is hard enough, without any ............................ pressure from parents.","external|incoming|outward|outdoor",external,hard,VOCAB
Having your heart broken is an ............................ part of growing up.,"inward|inset|integral|internal",integral,hard,VOCAB
"Getting divorced was a ............................ decision, so I don't blame my ex-wife.","relative|related|cooperative|joint",joint,hard,VOCAB
But what you're saying now isn't ............................ with what you said last week.,"coherent|consistent|confirmed|continuous",consistent,hard,VOCAB
You have to go through a number of ............................ stages before you become an expert.,"medium|average|moderate|intermediate",intermediate,hard,VOCAB
"There's no ............................ between Gary and Mark, even though they are brothers.","resemblance|appearance|correspondence|reflection",resemblance,hard,VOCAB
There's no reason why people of different races can't ............................ quite peacefully together.,"endure|be|inhabit|coexist",coexist,hard,VOCAB
What you're saying now ............................ what you said earlier.,"disputes|contradicts|comprises|interferes",contradicts,hard,VOCAB
The speaker stopped ............................ his notes before continuing.,"checking|check|to check|to checking",to check,hard,VOCAB
I read somewhere that the youngest ............................ in a family is often the funniest.,"sibling|spouse|guardian|citizen",sibling,hard,VOCAB
Many people consider Davies ............................ the finest artist of his generation.,"be|being|to be|to being",to be,hard,VOCAB
"After the investigation, the accident was put down to human ............................ .","mistake|wrong|error|slip",error,hard,VOCAB
Do you think the generation ............................ between parents and teenagers is getting wider?,"split|divide|crack|gap",gap,hard,VOCAB
"Everyone started to ............................ around the old woman on the floor, but no one offered her any help.","crowd|spread|put|hang",crowd,hard,VOCAB
"Rebecca didn't deserve ............................ punished quite so severely, if you ask me.","be|being|to be|to being",to be,hard,VOCAB
Do you deny ............................ this with the defendant on the day in question?,"to discuss|discussing|of having discussed|to have discussed",discussing,hard,VOCAB
Why did you refuse ............................ the police officer's questions? It only makes you look guilty!,"to answer|answering|that you answer|for answering",to answer,hard,VOCAB
It's about time Mrs Richards apologised to me ............................ me a gossip in front of everybody.,"to have called|from calling|that she called|for having called",for having called,hard,VOCAB
She may claim ............................ a PhD but nobody's ever actually seen the certificate.,"having|for having|to have|if she has",to have,hard,VOCAB
The kids suggested ............................ a pizza tonight. What do you think?,"to get|we'll get|getting|for getting",getting,hard,VOCAB
I do agree there ............................ simple solution to this problem.,"is no|be not|not to be|not being",is no,hard,VOCAB
Tammy responded ............................ that at least she'd never lied to her parents.,"to say|that she said|by saying|with having said",by saying,hard,VOCAB
I'm begging ............................ .,"you to stay|that you stay|your staying|you for staying",you to stay,hard,VOCAB
"Although she would have preferred to carry on working, my mum ............................ her career in order to have children.","devoted|repealed|sacrificed|abolished",sacrificed,hard,VOCAB
"I find the offer quite ............................ , but I think I'd rather study at Oxford.","tempting|desirous|inclined|envious",tempting,hard,VOCAB
"I don't normally like noisy clubs, but I had a sudden ............................ to see what the Blue Parrot was like.","force|motive|pressure|impulse",impulse,hard,VOCAB
Jerry loves snowboarding so much that it's almost like a drug ............................ .,"passion|obsession|addiction|requirement",addiction,hard,VOCAB
"I don't want to do the course in applied statistics, but it's ............................ .","compulsory|inevitable|bound|indecisive",compulsory,hard,VOCAB
Don't worry about me – I'm quite ............................ to sit here and wait for you to come back.,"ecstatic|delighted|joyful|content",content,hard,VOCAB
"When I was pregnant, I often got a sudden ............................ for tinned sardines.","preference|craving|envy|greed",craving,hard,VOCAB
"Thank you for thinking of us, but I'm afraid we're going to have to ............................ your kind invitation.","decline|deny|condemn|reject",decline,hard,VOCAB
I've never seen anyone so ............................ to their job as Philip is.,"eager|keen|dedicated|interested",dedicated,hard,VOCAB
Why do you have such a ............................ with model railways?,"desire|fascination|love|preference",fascination,hard,VOCAB
I wish you would stop wasting so much time on computer games and do something a little more ............................ .,"welcome|enviable|feasible|worthwhile",worthwhile,hard,VOCAB
Olivia has always ............................ to return to the country she was born in.,"favoured|yearned|urged|inclined",yearned,hard,VOCAB
I get so stressed at work it's hard sometimes to ............................ in the evenings.,"unwind|undo|undergo|untie",unwind,hard,VOCAB
How dare you accuse me ............................ !,"to cheat|cheating|that I cheat|of cheating",of cheating,hard,VOCAB
You know what they ............................ : variety is the spice of life!,"say|tell|speak|state",say,hard,VOCAB
The interviewer asked ............................ the question.,"for him answering 12 times|that he answer 12 times|him 12 times to answer|12 times his answering",him 12 times to answer,hard,VOCAB
Was it always an ............................ of yours to play for France?,"urge|adoration|anticipation|aspiration",aspiration,hard,VOCAB
Jon asked Todd if ............................ arrested!,"he was ever|was he ever|he had ever been|had he ever been",he had ever been,hard,VOCAB
"The play wasn't very good but it wasn't very bad either. ............................ , I'd say.","Medium|Mediocre|Metric|Mellow",Mediocre,hard,VOCAB
Going down white-water rapids in a canoe must be extremely ............................ ! Does your heart start beating really fast?,"trivial|mundane|sedentary|exhilarating",exhilarating,hard,VOCAB
My jeans ............................ in the wash and they're too small for me now.,"reduced|deteriorated|shrank|diminished",shrank,hard,VOCAB
Would you like to arrange to pay by direct ............................ ?,"debt|debit|deposit|dividend",debit,hard,VOCAB
I threw some biscuit ............................ on the ground and a whole load of pigeons swooped down and started eating them.,"grains|specks|flakes|crumbs",crumbs,hard,VOCAB
"The insects looked and tasted so horrible, I ............................ with disgust as I tried to force them down.","gloated|grinned|grimaced|chuckled",grimaced,hard,VOCAB
Have you been ............................ against tetanus in the last ten years?,"prescribed|diagnosed|injected|inoculated",inoculated,hard,VOCAB
There's no way the police will be able to ............................ this law.,"enforce|administer|dominate|reign",enforce,hard,VOCAB
The union is seriously considering taking industrial ............................ .,"activity|action|contract|reactor",action,hard,VOCAB
Has Britain's influence in the world ............................ since the Second World War?,"decayed|worsened|declined|devastated",declined,hard,VOCAB
Da Vinci's Mona Lisa is ............................ ; if it was destroyed no amount of money could ever replace it.,"priceless|worthless|valueless|invaluable",priceless,hard,VOCAB
I wouldn't call her a close friend. She's more of a/an ............................ really.,"ancestor|successor|acquaintance|peer",acquaintance,hard,VOCAB
Aid agencies are still ............................ the situation.,"estimating|deducing|assessing|assuming",assessing,hard,VOCAB
We still ............................ to the idea.,"don't use|didn't use|don't get used|haven't got used",haven't got used,hard,VOCAB
Not voting in elections preserves the ............................ quo.,"status|state|statue|statute",status,hard,VOCAB
"Jake's completely round the ............................ , isn't he?","edge|side|corner|bend",bend,hard,VOCAB
That's the last time ............................ here.,"I've ever come|I'm ever coming|I ever came|I'd ever come",I'm ever coming,hard,VOCAB
How many flats ............................ at so far?,"do you look|are you looking|have you looked|have you been looking",have you looked,hard,VOCAB
Relations between the two islands have ............................ further recently.,"decayed|deteriorated|spoiled|distorted",deteriorated,hard,VOCAB
"When we landed, ............................ on the plane for 18 hours!","we are|we were|we've been|we'd been",we'd been,hard,VOCAB
They are unlikely to find any new evidence because so much time has ............................ since the crime.,"spanned|postponed|lapsed|elapsed",elapsed,hard,VOCAB
Three Mexican fishermen were rescued today after ............................ at sea for nine months.,"wandering|roaming|drifting|sinking",drifting,hard,VOCAB
"By the time we ............................ out on a Sunday, the bathroom was full of water.","have a plumber come|got a plumber coming|got a plumber to come|had a plumber to come",got a plumber to come,hard,VOCAB
"These days, I only see Morgan once in a ............................ moon.","green|grey|blue|white",blue,hard,VOCAB
Nobody at the time knew that Patrick ............................ one day end up running the company.,"would|can|will|may",would,hard,VOCAB
The accused ............................ out to prove his innocence.,"put|had|set|took",set,hard,VOCAB
"My only ambition, really, is to settle down and ............................ a family.","grow|raise|bring|make",raise,hard,VOCAB
Experts say that there were a number of reasons for the fall of the Roman Empire. There ............................ a number of reasons for the fall of the Roman Empire.,"are said to have been|said to be|are said being|was said being",are said to have been,hard,VOCAB
"Do please ............................ me posted on this, won't you?","get|have|make|keep",keep,hard,VOCAB
"As it's not out on DVD yet, we might ............................ get it on video, I suppose.","also|as well|too|and",as well,hard,VOCAB
"............................ for you, I'd never have had the courage to enter the talent show.","Except|Had it not|But|Apart",But,hard,VOCAB
"Had the electrician not come in time, we would ............................ last night's party by candlelight.","have to have|have to be having|have had to have had|have had to have been having",have had to have been having,hard,VOCAB
There's so much technical ............................ in this manual that I can't really understand it.,"jargon|slang|tongue|speech",jargon,hard,VOCAB
"That ............................ the day we went to Margate because it was raining that day, not sunny.","mustn't have been|couldn't have been|shouldn't have been|needn't have been",couldn't have been,hard,VOCAB
Water is a very ............................ resource in the desert.,"odd|stray|random|scarce",scarce,hard,VOCAB
Why do I always ............................ the short straw?,"draw|pull|drag|pluck",draw,hard,VOCAB
Let's go to the beach – it's ............................ a day to sit indoors.,"nice enough|too nice|so nice|such nice",too nice,hard,VOCAB
"Old Mrs Duckworth was coming down the road, weighed ............................ with bags of shopping.","down|out|on|off",down,hard,VOCAB
Everyone in our street seems to think that it's very important to ............................ up with the Joneses.,"get|set|keep|stay",keep,hard,VOCAB
"When we were in Athens, I bought a ............................ statuette.","white, beautiful, marble, little|marble, beautiful, little, white|beautiful, little, marble, white|beautiful, little, white, marble","beautiful, little, white, marble",hard,VOCAB
"Can you get those aspirin that ............................ in water, because I can't take the others?","dilute|dissolve|diminish|dispense",dissolve,hard,VOCAB
The house I was born in was ............................ some time ago.,"evicted|smashed|ground|demolished",demolished,hard,VOCAB
I wish I ............................ there to see Gabriel's face when you told him!,"can be|would have been|would be|could have been",could have been,hard,VOCAB
I'll just ............................ some ice to go in our drinks.,"crush|squeeze|squash|compact",crush,hard,VOCAB
............................ rare artefacts were they that the museum decided to insure them.,"So|Such|Too|Very",Such,hard,VOCAB
Even ............................ I work all night I won't finish.,"although|if|so|when",if,hard,VOCAB
Little ............................ that it was actually all a joke.,"my realising|for me to realise|I realised|did I realise",did I realise,hard,VOCAB
Do you think you could pull a few ............................ for me and get someone at the office to look at my drawings?,"strings|chords|ropes|wires",strings,hard,VOCAB
"I didn't get the job, but I'll just have to ............................ and bear it, won't I?","smile|grin|smirk|beam",grin,hard,VOCAB
This drug has no known ............................ effects.,"fringe|corner|edge|side",side,hard,VOCAB
"............................ as I'd love to, I won't be able to come.","Though|Despite|Even|Much",Much,hard,VOCAB
I hope the government reduces the amount of ............................ tape required to start a new company.,"green|blue|red|yellow",red,hard,VOCAB
The sky suddenly went dark as a huge ............................ of birds passed overhead.,"herd|flock|pack|tribe",flock,hard,VOCAB
The salesman neglected ............................ that the price didn't include delivery.,"in mentioning|mentioning|mention|to mention",to mention,hard,VOCAB
............................ of the students did well in the test.,"Only a few|Much|Little|Only a little",Only a few,hard,VOCAB
What kind of world do you want to leave behind for your ............................ ?,"ancestors|predecessors|descendants|siblings",descendants,hard,VOCAB
My relationship with Isaac is one of ............................ respect.,"mutual|compatible|relative|integral",mutual,hard,VOCAB
A sudden ............................ of wind blew the letter out of my hand.,"speck|grain|flake|gust",gust,hard,VOCAB
My younger sister's in ............................ .,"the year 7 at school|a year 7 at the school|year 7 at school|the year 7 at the school",year 7 at school,hard,VOCAB
My old home was a sight for ............................ eyes after I'd been away for so long.,"injured|hurting|painful|sore",sore,hard,VOCAB
